Ticket,Date,Location,Company Complaining About,Description
# 3800347 - Super Bowl Halftime Show,2/3/2020 10:18:28 PM,"Mcpherson, Kansas 67460",,The half time show was equivalent to soft pornography. It seemed inappropriate for public television.
# 3800353 - Superbowl Hlaftime,2/3/2 020 10:20:31 PM,"Pensacola, Florida 32507",,Vulgar. What will they do next year to top this? Family friendly anyone?
# 3800354 - Super Bowl halftime show,2/3/2020 10:20:44 PM,"Coon Rapids, Minnesota 55448",,"I am filing a complaint about the indecent halftime show of the Super Bowl game last night. The dance moves were over - sexualized, the costumes were too revealing, and the use of the stripper pole was an outrage. This was not a performance empowering women, but a clear example of how women are objectified and exploited in our society. I demand that the FCC impose fines on those responsible for producing and airing this show on prime time TV, and do all in your power to prevent th is type of show from occurring in the future. Thank you!"
# 3800359 - Super Bowl Halftime Show,2/3/2020 10:21:54 PM,"Monroe, North Carolina 28110",,Porn does NOT belong on television at all let alone prime time family tv. Hunan trafficking is highest during these events. This just fueled those flames. Please stop this from happening again.
# 3800360 - Indecent programming,2/3/2020 10:22:09 PM,"Dawson Springs, Kentucky 42408",,You limit the type of programming that can be on at certain times yet allowed basically porn show during the half time of the super bowl. Fox should be fined for allowing this and they should not be allowed to have things like this again.
"# 3800372 - Super Bowl Half Time show, Feb 2 2020",2/3/2020 10:24:16 PM,"White City, Alabama 12345",Comcast,"This show was way off base for a family, general public TV showing. What has the FCC done? Why of all t he WONDERFUL, CREATIVE, HONORABLE, WHOLESOME, FUN, TALENTED, BRILLIANT, PROVOKING AND ENTERTAINING possibilities would you have a pole dancing, booty shaking, humping show on national TV for all ages and all different values from ultra conservative to libe ral of all liberals to see? It was very unwise, disgusting, upsetting, in poor taste and really unconscionable of you to do so."
# 3800373 - Stop the Public Super Bowl porn,2/3/2020 10:24:23 PM,"Bloomfield Gills, Michigan 48304",Comcast,On the most high human trafficking night of the y ear maybe not feature the sexual exploitation of a woman voluntary or no. If a man tried to do what she did he would be in prison. Protect our women and children and let the Super Bowl be about football.
# 3800376 - Super Bowl Halftime Performance,2/3/2020 10:25:00 PM,"Houston, Texas 77079",Comcast,My children were in bed and did not witness the so - - - u ask me below to describe what could a fine to the NFL for allowing such a display of debauchery. Thank you for your time.
# 3800377 - Super Bowl Porn...I mean halftime,2/3/2020 10:25:01 PM,"Grapevine, Texas 76051",,Half time Of the Super Bowl this year was More like porn than entertainment for the family with kids in orgy on the floor? That should have never happened on my TV
# 3800380 - Halftime show Super Bowl,2/3/2020 10:25:29 PM,"Edmond, Oklahoma 73034",Cox,"Oh my word, I had it on for 20 seconds, turned it off. Totally inappropriate for the hour shown for children, was simulating sexual activity and near nudity of barely coveted intimate parts , and, the final straw was the stripper pole and gyrations. Clean this mess up now and put out rules for decency in entertainment in world wide broadcasts originating here. Fine the NFL for this improper display. Please, the Super Bowl is a family event watch. Please keep it that way."
# 3800383 - SuperBowl 2020 Half Time Show,2/3/2020 10:25:49 PM,"Roscommon, Michigan 48653",,"Complaint is re the lewd and inappropriate half time dress and show during the 2020 Super Bowl game. Jennifer Lopez and Shakira gyrated, twerked, and Ms. Lopez did stripper pole act all while wearing the most scanty clothin g that they could get away with. Children were watching. Both FOX and the NFL deserve a hefty fine and admonitions."
# 3800386 - Indecent Performance Super Bowl Halft ime show,2/3/2020 10:26:28 PM,"Kingston, Tennessee 37763",,This year's Super Bowl halftime show repeated showed the performer's scantily clad crotc h and backside. Additionally dance scenes simulating sexual acts are not appropriate for a show that is well known to be watched by families with children of all ages.
# 3800387 - Super Bowl Halftime Performance,2/3/2020 10:26:29 PM,"Stuttgart, Arkansas 72160",Super Bowl Broadcasting,Family TV should be about the game and the fun new commercials. This is ridiculous and the broadcasters should be fined and reprimanded.
# 3800393 - Super Bowl Half time show,2/3/2020 10:27:08 PM,"Queensbury, N ew York 12804",,"I think the half time show was disgusting and not at all family oriented, as it should be. To have J lo dancing like that and pole dancing in next to no thing clothing, should have been banned. Where is this going to stop? You just keep pushing the envelope!"
# 3800395 - Fox Super Bowl Half Time Performance,2/3/2 020 10:27:15 PM,"Sugar Land, Texas 77479",Fox,The half time performance was at best inappropriate. Jennifer Lopez's outfit a nd the related camerawork on the crotch shots was improper at best. And then there was pole dancing? There is a time and place for most things and National television at about 7:00 PM is not one of them. Families watch football and the half time show. Please end this disrespectful display and keep it for MA viewing.
# 3800398 - Complaint against CBS,2/3/2020 10:28:25 PM,"Lafayette, Georgia 30728",,The halftime show at the Super Bowl airing 2/2/2020 was indecent and not appropriate for all
# 3800399 - Super Bowl halftime show 2020 indecency,2/3/2020 10:28:28 PM,"Aledo, Texas 76008",Dish Network,8:30 pm prime time television: Jennifer Lopez was Indecent in her choice of dress and dancing. It was a performance meant for a strip club and not family viewing television. The NFL and the broadcasting station should be held accountable.
# 3800403 - Super Bowl Halftime Show,2/3/2020 10:28:54 PM,"Tigard, Oregon 97224",,Allowing soft porn with stripper poles and assholes being shown when children are watching. Totally inappropriate!!! Jennifer Lopez did not need to bring her stripp er movie and outfits to the Super Bowl. Thanks for supporting porn!
# 3800408 - Super Bowl Half Time Show,2/3/2020 10:29:24 PM,"Mount Horeb, Wisconsin 53572",,"I am filing a complaint for an indecent, highly sexual, demeaning performance by both Jennifer Lopez and Shakira on a family friendly sho w at a time when children were watching."
# 3800411 - Super Bowl halftime show,2/3/2020 10:29:52 PM,"Andrews, South Carolina 29510",,"I was disgusted with the lewd, pornographic show at halftime. This was not appropriate programming for our children. Frankly, it was offensive to a lot of adults too, and certainly o bjectified women."
# 3800413 - Super Bowl half time show,2/3/2020 10:30:02 PM,"Ottawa, Illinois 61350",,This performance was pornographic. I am appalled that this was allowed to air. The network and and we will no
# 3800416 - Super Bowl halftime show,2/3/2020 10:30:19 PM,"Oran, Missouri 63771",,"The Super Bowl is a family event, supposedly for all ages. The half time show specifically with J.Lopez on a stripper pole and the constant zooms of her private areas is not appropriate for such an event for children. Her costumes were not appropriate even without the constant zooming."
# 3800421 - Superbowl Hal ftime Show Lewdness,2/3/2020 10:31:21 PM,"Stockbridge, Michigan 49285",,"The Superbowl is an event that families watch together, and the over sexual ized halftime show was inappropriate. Lewd dancing, sexual gyration, costumes that revealed everything except breasts and genetalia, combined with camera angles emphasizing the sexual nature of this performance. This was not simply latin dancing, it was un fit for children to be watching and the NFL and Fox broadcast network should not promote such things to young viewers."
# 3800424 - NFL Halftime show,2/3/2020 10: 31:42 PM,"Westport, Maine 04578",Consolidated Communications,"As a father of 2 teen girls I feel obligated, at this point, to file a complaint as I am at my wits end. That disgusted that we continue to allow this objectification of women. As a society we are talking out of both si des of our mouths and confusing kids. We need to do better, much MUCH better. Please help put a stop this disgraceful type of behaviour being pushed on our children."
# 3800427 - Super bowl,2/3/2020 10:32:08 PM,"Bonneau, South Carolina 29431",Tds,I am appalled at the JLo pole dancing during halftime when millions of children watching.
